Folio,Periodo,Anio,Zona,Zona_corta,Tipo_zona,Categoria,Sentimiento,Dias_respuesta,Texto_PQRSD
PQR-2025T3-0156,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,19,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T3-0157,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,20,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T3-0158,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,18,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T3-0159,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,17,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T3-0160,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,15,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T3-0161,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,15,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T3-0162,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,19,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T3-0163,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,22,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T3-0164,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,20,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T3-0165,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,15,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T3-0166,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,22,Solicito información sobre el turno de mi indemnización administrativa.
PQR-2025T3-0167,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,22,"Fui incluido hace años y todavía no me llega la indemnización, es una injusticia."
PQR-2025T3-0168,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,17,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T3-0169,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Negativo,19,No entiendo por qué a otros ya les pagaron la reparación y a mí no.
PQR-2025T3-0170,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Indemnización / reparación,Neutral,19,¿Cómo consulto el estado de mi proceso de reparación?
PQR-2025T3-0171,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,18,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0172,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,21,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T3-0173,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,19,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T3-0174,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,17,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T3-0175,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,21,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T3-0176,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,20,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0177,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,16,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0178,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,18,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T3-0179,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,20,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0180,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,22,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0181,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,17,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T3-0182,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Positivo,16,"Me asignaron la vivienda, muy agradecido con el acompañamiento."
PQR-2025T3-0183,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Positivo,23,"Me asignaron la vivienda, muy agradecido con el acompañamiento."
PQR-2025T3-0184,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,16,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0185,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,22,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0186,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,16,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T3-0187,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,20,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0188,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,19,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0189,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,15,Postulé al subsidio de vivienda y me rechazaron sin explicación clara.
PQR-2025T3-0190,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,19,Pregunto por las convocatorias de vivienda para población víctima.
PQR-2025T3-0191,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Neutral,19,Solicito información sobre el subsidio de mejoramiento de vivienda.
PQR-2025T3-0192,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Vivienda,Negativo,18,La casa que me asignaron tiene problemas y nadie responde.
PQR-2025T3-0193,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,20,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T3-0194,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,22,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T3-0195,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,21,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2025T3-0196,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Neutral,16,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T3-0197,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,15,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T3-0198,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,20,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T3-0199,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,18,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T3-0200,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Neutral,23,Pregunto por el programa de atención en salud para víctimas.
PQR-2025T3-0201,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Neutral,21,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T3-0202,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,16,"La atención psicosocial me ha ayudado mucho, gracias al equipo."
PQR-2025T3-0203,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,18,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T3-0204,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,22,No hay profesionales suficientes para la atención en salud mental.
PQR-2025T3-0205,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,16,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T3-0206,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,21,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T3-0207,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Neutral,20,Solicito una cita de atención psicosocial para mi familia.
PQR-2025T3-0208,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Positivo,22,"Recibí buena orientación en salud, quedé satisfecho."
PQR-2025T3-0209,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Salud y atención psicosocial,Negativo,22,Necesito atención psicosocial y me dan citas para dentro de meses.
PQR-2025T3-0210,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,15,"Mi hija obtuvo el apoyo educativo, muy agradecida."
PQR-2025T3-0211,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Negativo,20,Falta información sobre los cupos educativos para víctimas.
PQR-2025T3-0212,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Neutral,22,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T3-0213,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,19,La orientación sobre educación superior fue útil.
PQR-2025T3-0214,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Positivo,15,La orientación sobre educación superior fue útil.
PQR-2025T3-0215,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Negativo,18,Mi hijo no ha podido acceder al beneficio educativo prometido.
PQR-2025T3-0216,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Neutral,16,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T3-0217,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Negativo,19,Falta información sobre los cupos educativos para víctimas.
PQR-2025T3-0218,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Educación,Neutral,19,Pregunto por el apoyo educativo para el próximo semestre.
PQR-2025T3-0219,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,17,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T3-0220,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,16,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2025T3-0221,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,20,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T3-0222,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,17,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T3-0223,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,15,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T3-0224,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,21,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T3-0225,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,20,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2025T3-0226,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,22,"Me orientaron bien para la declaración, todo salió bien."
PQR-2025T3-0227,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,16,Me negaron la inclusión y no me explicaron los motivos.
PQR-2025T3-0228,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Positivo,16,"Ya quedé incluido en el registro, agradezco la ayuda."
PQR-2025T3-0229,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,17,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T3-0230,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,17,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T3-0231,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,18,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T3-0232,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,16,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T3-0233,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,15,Solicito información sobre mi estado en el Registro Único de Víctimas.
PQR-2025T3-0234,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,15,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T3-0235,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Negativo,21,Llevo meses esperando que me incluyan en el RUV y no hay respuesta.
PQR-2025T3-0236,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Registro / inclusión RUV,Neutral,22,¿Qué debo hacer para actualizar mis datos en el RUV?
PQR-2025T3-0237,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Neutral,19,Solicito información sobre acompañamiento para reubicación.
PQR-2025T3-0238,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,18,Solicité apoyo para el retorno y no hay condiciones de seguridad.
PQR-2025T3-0239,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Neutral,15,Pregunto por el plan de retorno para mi comunidad.
PQR-2025T3-0240,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,18,El proceso de reubicación está detenido hace tiempo.
PQR-2025T3-0241,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Neutral,17,Pregunto por el plan de retorno para mi comunidad.
PQR-2025T3-0242,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Positivo,17,"El acompañamiento para el retorno fue bueno, gracias."
PQR-2025T3-0243,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,19,El proceso de reubicación está detenido hace tiempo.
PQR-2025T3-0244,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Retornos y reubicación,Negativo,20,Solicité apoyo para el retorno y no hay condiciones de seguridad.
PQR-2025T3-0245,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Positivo,16,Me resolvieron el trámite sin complicaciones.
PQR-2025T3-0246,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,17,Pregunto por el horario de atención de la oficina.
PQR-2025T3-0247,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Negativo,22,La fila de atención es muy larga y no alcanzan a atender.
PQR-2025T3-0248,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,20,Solicito un certificado de mi condición de víctima.
PQR-2025T3-0249,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Negativo,15,Me han remitido de una oficina a otra sin resolver mi caso.
PQR-2025T3-0250,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Positivo,18,Me resolvieron el trámite sin complicaciones.
PQR-2025T3-0251,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Negativo,22,Me han remitido de una oficina a otra sin resolver mi caso.
PQR-2025T3-0252,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Negativo,20,Me han remitido de una oficina a otra sin resolver mi caso.
PQR-2025T3-0253,2025-T3,2025,Comuna 2 (Roma),Comuna 2,Comuna,Otros trámites,Neutral,21,Pregunto por el horario de atención de la oficina.
PQR-2025T3-0254,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,21,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T3-0255,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,19,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T3-0256,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,20,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T3-0257,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,15,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T3-0258,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,23,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T3-0259,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,19,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T3-0260,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,19,Agradezco que me entregaron la ayuda humanitaria rápidamente.
PQR-2025T3-0261,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,19,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T3-0262,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,15,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T3-0263,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,21,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T3-0264,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,22,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T3-0265,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,22,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T3-0266,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,20,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T3-0267,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,19,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T3-0268,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,21,Quisiera saber qué documentos faltan para la ayuda humanitaria.
PQR-2025T3-0269,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,19,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T3-0270,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,18,Llevo tres meses esperando la ayuda humanitaria y no me han dado respuesta.
PQR-2025T3-0271,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,16,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T3-0272,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Positivo,18,"La atención para la ayuda de emergencia fue oportuna, gracias."
PQR-2025T3-0273,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,22,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
PQR-2025T3-0274,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,22,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T3-0275,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,21,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T3-0276,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Negativo,22,"Solicité el mercado de emergencia y nunca llegó, mi familia está pasando necesidad."
PQR-2025T3-0277,2025-T3,2025,Comuna 3 (Yesca Grande),Comuna 3,Comuna,Ayuda humanitaria,Neutral,20,Pregunto por el estado de mi solicitud de ayuda humanitaria inmediata.
